k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision-Made Relevance,Overall Relevance,
6,0.000,Great Horned Owl,16-23,0,0,0,0,NaN,NaN,
6,0.000,Great Horned Owl,23-5,0,6,0,6,0.000,0.000,
6,0.000,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
6,0.000,Freshwater Lagoon,23-5,0,0,0,0,NaN,NaN,
6,0.000,Unknown Avian,16-23,0,0,0,0,NaN,NaN,
6,0.000,Unknown Avian,23-5,0,0,0,0,NaN,NaN,
6,0.000,Human UTI,16-23,83,80,0,163,0.509,0.509,
6,0.000,Human UTI,23-5,111,96,0,207,0.536,0.536,
6,0.000,unknown,16-23,0,3,0,3,0.000,0.000,
6,0.000,unknown,23-5,2,6,0,8,0.250,0.250,
6,0.000,SLO Creek Water,16-23,0,0,0,0,NaN,NaN,
6,0.000,SLO Creek Water,23-5,0,0,0,0,NaN,NaN,
6,0.000,Pig/Swine,16-23,14,12,0,26,0.538,0.538,
6,0.000,Pig/Swine,23-5,13,9,0,22,0.591,0.591,
6,0.000,Klebsiella,16-23,0,0,0,0,NaN,NaN,
6,0.000,Klebsiella,23-5,0,0,0,0,NaN,NaN,
6,0.000,Hu Cw and Dg,16-23,11,24,0,35,0.314,0.314,
6,0.000,Hu Cw and Dg,23-5,18,27,0,45,0.400,0.400,
6,0.000,Ground Squirrel,16-23,104,80,0,184,0.565,0.565,
6,0.000,Ground Squirrel,23-5,90,105,0,195,0.462,0.462,
6,0.000,Opossum,16-23,0,2,0,2,0.000,0.000,
6,0.000,Opossum,23-5,0,8,0,8,0.000,0.000,
6,0.000,Cow,16-23,1529,1002,0,2531,0.604,0.604,
6,0.000,Cow,23-5,1475,1282,0,2757,0.535,0.535,
6,0.000,Deer Mouse,16-23,0,0,0,0,NaN,NaN,
6,0.000,Deer Mouse,23-5,0,0,0,0,NaN,NaN,
6,0.000,OVERALL,16-23,3859,2489,0,6348,0.608,0.608,
6,0.000,OVERALL,23-5,4441,3169,0,7610,0.584,0.584,
6,0.500,Chicken,16-23,4,15,0,19,0.211,0.211,
6,0.500,Chicken,23-5,12,11,0,23,0.522,0.522,
6,0.500,Sea Lion,16-23,0,1,0,1,0.000,0.000,
6,0.500,Sea Lion,23-5,3,12,0,15,0.200,0.200,
6,0.500,Hu and Cw,16-23,8,18,0,26,0.308,0.308,
6,0.500,Hu and Cw,23-5,8,21,0,29,0.276,0.276,
6,0.500,Sheep,16-23,56,52,0,108,0.519,0.519,
6,0.500,Sheep,23-5,71,41,0,112,0.634,0.634,
6,0.500,Hu and Dg,16-23,10,18,0,28,0.357,0.357,
6,0.500,Hu and Dg,23-5,19,14,0,33,0.576,0.576,
6,0.500,Common Loon,16-23,0,0,0,0,NaN,NaN,
6,0.500,Common Loon,23-5,0,4,0,4,0.000,0.000,
6,0.500,Red-Winged Blackbird,16-23,0,12,0,12,0.000,0.000,
6,0.500,Red-Winged Blackbird,23-5,0,6,0,6,0.000,0.000,
6,0.500,Cw,16-23,12,12,0,24,0.500,0.500,
6,0.500,Cw,23-5,27,45,0,72,0.375,0.375,
6,0.500,Cliff Sparrow,16-23,3,30,0,33,0.091,0.091,
6,0.500,Cliff Sparrow,23-5,2,8,0,10,0.200,0.200,
6,0.500,Pig,16-23,11,10,0,21,0.524,0.524,
6,0.500,Pig,23-5,4,12,0,16,0.250,0.250,
6,0.500,Barn Owl,16-23,0,0,0,0,NaN,NaN,
6,0.500,Barn Owl,23-5,0,0,0,0,NaN,NaN,
6,0.500,Wild Pig,16-23,5,3,0,8,0.625,0.625,
6,0.500,Wild Pig,23-5,3,4,0,7,0.429,0.429,
6,0.500,Pennington Creek Water,16-23,0,0,0,0,NaN,NaN,
6,0.500,Pennington Creek Water,23-5,0,0,0,0,NaN,NaN,
6,0.500,Guinni,16-23,0,0,0,0,NaN,NaN,
6,0.500,Guinni,23-5,0,0,0,0,NaN,NaN,
6,0.500,Racoon,16-23,0,3,0,3,0.000,0.000,
6,0.500,Racoon,23-5,0,0,0,0,NaN,NaN,
6,0.500,Hu,16-23,17,18,0,35,0.486,0.486,
6,0.500,Hu,23-5,19,10,0,29,0.655,0.655,
6,0.500,Cw and Dg,16-23,4,16,0,20,0.200,0.200,
6,0.500,Cw and Dg,23-5,16,23,0,39,0.410,0.410,
6,0.500,Red Wind Blackbird,16-23,0,0,0,0,NaN,NaN,
6,0.500,Red Wind Blackbird,23-5,0,0,0,0,NaN,NaN,
6,0.500,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
6,0.500,Tree Swallow,23-5,0,4,0,4,0.000,0.000,
6,0.500,Turkey Vulture,16-23,0,0,0,0,NaN,NaN,
6,0.500,Turkey Vulture,23-5,0,0,0,0,NaN,NaN,
6,0.500,Dg,16-23,8,16,0,24,0.333,0.333,
6,0.500,Dg,23-5,30,30,0,60,0.500,0.500,
6,0.500,Western Kingbird,16-23,0,0,0,0,NaN,NaN,
6,0.500,Western Kingbird,23-5,0,0,0,0,NaN,NaN,
6,0.500,White Crowned Sparrow,16-23,1,7,0,8,0.125,0.125,
6,0.500,White Crowned Sparrow,23-5,3,19,0,22,0.136,0.136,
6,0.500,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
6,0.500,Eared Grebe,23-5,2,18,0,20,0.100,0.100,
6,0.500,cougar,16-23,0,0,0,0,NaN,NaN,
6,0.500,cougar,23-5,0,0,0,0,NaN,NaN,
6,0.500,Ocean Water,16-23,0,0,0,0,NaN,NaN,
6,0.500,Ocean Water,23-5,0,0,0,0,NaN,NaN,
6,0.500,Red Tailed Hawk,16-23,0,4,0,4,0.000,0.000,
6,0.500,Red Tailed Hawk,23-5,0,9,0,9,0.000,0.000,
6,0.500,Dog,16-23,72,82,0,154,0.468,0.468,
6,0.500,Dog,23-5,109,145,0,254,0.429,0.429,
6,0.500,Human,16-23,1729,650,0,2379,0.727,0.727,
6,0.500,Human,23-5,2165,545,0,2710,0.799,0.799,
6,0.500,Wild Turkey,16-23,13,24,0,37,0.351,0.351,
6,0.500,Wild Turkey,23-5,2,31,0,33,0.061,0.061,
6,0.500,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
6,0.500,Clark Grebe,23-5,0,1,0,1,0.000,0.000,
6,0.500,Seagull,16-23,0,0,0,0,NaN,NaN,
6,0.500,Seagull,23-5,13,6,0,19,0.684,0.684,
6,0.500,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
6,0.500,Surf Scoter,23-5,0,3,0,3,0.000,0.000,
6,0.500,Pigeon,16-23,78,181,0,259,0.301,0.301,
6,0.500,Pigeon,23-5,106,265,0,371,0.286,0.286,
6,0.500,Pacific Ocean Water,16-23,0,0,0,0,NaN,NaN,
6,0.500,Pacific Ocean Water,23-5,0,0,0,0,NaN,NaN,
6,0.500,Cat,16-23,25,39,0,64,0.391,0.391,
6,0.500,Cat,23-5,28,42,0,70,0.400,0.400,
6,0.500,Horse,16-23,10,22,0,32,0.313,0.313,
6,0.500,Horse,23-5,35,191,0,226,0.155,0.155,
6,0.500,orangutan,16-23,0,0,0,0,NaN,NaN,
6,0.500,orangutan,23-5,0,0,0,0,NaN,NaN,
6,0.500,Bat,16-23,36,22,0,58,0.621,0.621,
6,0.500,Bat,23-5,37,24,0,61,0.607,0.607,
6,0.500,Deer,16-23,16,29,0,45,0.356,0.356,
6,0.500,Deer,23-5,18,86,0,104,0.173,0.173,
6,0.500,Great Horned Owl,16-23,0,0,0,0,NaN,NaN,
6,0.500,Great Horned Owl,23-5,0,6,0,6,0.000,0.000,
6,0.500,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
6,0.500,Freshwater Lagoon,23-5,0,0,0,0,NaN,NaN,
6,0.500,Unknown Avian,16-23,0,0,0,0,NaN,NaN,
6,0.500,Unknown Avian,23-5,0,0,0,0,NaN,NaN,
6,0.500,Human UTI,16-23,83,80,0,163,0.509,0.509,
6,0.500,Human UTI,23-5,111,96,0,207,0.536,0.536,
6,0.500,unknown,16-23,0,3,0,3,0.000,0.000,
6,0.500,unknown,23-5,2,6,0,8,0.250,0.250,
6,0.500,SLO Creek Water,16-23,0,0,0,0,NaN,NaN,
6,0.500,SLO Creek Water,23-5,0,0,0,0,NaN,NaN,
6,0.500,Pig/Swine,16-23,14,12,0,26,0.538,0.538,
6,0.500,Pig/Swine,23-5,13,9,0,22,0.591,0.591,
6,0.500,Klebsiella,16-23,0,0,0,0,NaN,NaN,
6,0.500,Klebsiella,23-5,0,0,0,0,NaN,NaN,
6,0.500,Hu Cw and Dg,16-23,11,24,0,35,0.314,0.314,
6,0.500,Hu Cw and Dg,23-5,18,27,0,45,0.400,0.400,
6,0.500,Ground Squirrel,16-23,104,80,0,184,0.565,0.565,
6,0.500,Ground Squirrel,23-5,90,105,0,195,0.462,0.462,
6,0.500,Opossum,16-23,0,2,0,2,0.000,0.000,
6,0.500,Opossum,23-5,0,8,0,8,0.000,0.000,
6,0.500,Cow,16-23,1529,1002,0,2531,0.604,0.604,
6,0.500,Cow,23-5,1475,1282,0,2757,0.535,0.535,
6,0.500,Deer Mouse,16-23,0,0,0,0,NaN,NaN,
6,0.500,Deer Mouse,23-5,0,0,0,0,NaN,NaN,
6,0.500,OVERALL,16-23,3859,2489,0,6348,0.608,0.608,
6,0.500,OVERALL,23-5,4441,3169,0,7610,0.584,0.584,
6,0.900,Chicken,16-23,4,15,0,19,0.211,0.211,
6,0.900,Chicken,23-5,12,11,0,23,0.522,0.522,
6,0.900,Sea Lion,16-23,0,1,0,1,0.000,0.000,
6,0.900,Sea Lion,23-5,3,12,0,15,0.200,0.200,
6,0.900,Hu and Cw,16-23,8,18,0,26,0.308,0.308,
6,0.900,Hu and Cw,23-5,8,21,0,29,0.276,0.276,
6,0.900,Sheep,16-23,56,52,0,108,0.519,0.519,
6,0.900,Sheep,23-5,71,41,0,112,0.634,0.634,
6,0.900,Hu and Dg,16-23,10,18,0,28,0.357,0.357,
6,0.900,Hu and Dg,23-5,19,14,0,33,0.576,0.576,
6,0.900,Common Loon,16-23,0,0,0,0,NaN,NaN,
6,0.900,Common Loon,23-5,0,4,0,4,0.000,0.000,
6,0.900,Red-Winged Blackbird,16-23,0,12,0,12,0.000,0.000,
6,0.900,Red-Winged Blackbird,23-5,0,6,0,6,0.000,0.000,
6,0.900,Cw,16-23,12,12,0,24,0.500,0.500,
6,0.900,Cw,23-5,27,45,0,72,0.375,0.375,
6,0.900,Cliff Sparrow,16-23,3,30,0,33,0.091,0.091,
6,0.900,Cliff Sparrow,23-5,2,8,0,10,0.200,0.200,
6,0.900,Pig,16-23,11,10,0,21,0.524,0.524,
6,0.900,Pig,23-5,4,12,0,16,0.250,0.250,
6,0.900,Barn Owl,16-23,0,0,0,0,NaN,NaN,
6,0.900,Barn Owl,23-5,0,0,0,0,NaN,NaN,
6,0.900,Wild Pig,16-23,5,3,0,8,0.625,0.625,
6,0.900,Wild Pig,23-5,3,4,0,7,0.429,0.429,
6,0.900,Pennington Creek Water,16-23,0,0,0,0,NaN,NaN,
6,0.900,Pennington Creek Water,23-5,0,0,0,0,NaN,NaN,
6,0.900,Guinni,16-23,0,0,0,0,NaN,NaN,
6,0.900,Guinni,23-5,0,0,0,0,NaN,NaN,
6,0.900,Racoon,16-23,0,3,0,3,0.000,0.000,
6,0.900,Racoon,23-5,0,0,0,0,NaN,NaN,
6,0.900,Hu,16-23,17,18,0,35,0.486,0.486,
6,0.900,Hu,23-5,19,10,0,29,0.655,0.655,
6,0.900,Cw and Dg,16-23,4,16,0,20,0.200,0.200,
6,0.900,Cw and Dg,23-5,16,23,0,39,0.410,0.410,
6,0.900,Red Wind Blackbird,16-23,0,0,0,0,NaN,NaN,
6,0.900,Red Wind Blackbird,23-5,0,0,0,0,NaN,NaN,
6,0.900,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
6,0.900,Tree Swallow,23-5,0,4,0,4,0.000,0.000,
6,0.900,Turkey Vulture,16-23,0,0,0,0,NaN,NaN,
6,0.900,Turkey Vulture,23-5,0,0,0,0,NaN,NaN,
6,0.900,Dg,16-23,8,16,0,24,0.333,0.333,
6,0.900,Dg,23-5,30,30,0,60,0.500,0.500,
6,0.900,Western Kingbird,16-23,0,0,0,0,NaN,NaN,
6,0.900,Western Kingbird,23-5,0,0,0,0,NaN,NaN,
6,0.900,White Crowned Sparrow,16-23,1,7,0,8,0.125,0.125,
6,0.900,White Crowned Sparrow,23-5,3,19,0,22,0.136,0.136,
6,0.900,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
6,0.900,Eared Grebe,23-5,2,18,0,20,0.100,0.100,
6,0.900,cougar,16-23,0,0,0,0,NaN,NaN,
6,0.900,cougar,23-5,0,0,0,0,NaN,NaN,
6,0.900,Ocean Water,16-23,0,0,0,0,NaN,NaN,
6,0.900,Ocean Water,23-5,0,0,0,0,NaN,NaN,
6,0.900,Red Tailed Hawk,16-23,0,4,0,4,0.000,0.000,
6,0.900,Red Tailed Hawk,23-5,0,9,0,9,0.000,0.000,
6,0.900,Dog,16-23,72,82,0,154,0.468,0.468,
6,0.900,Dog,23-5,109,143,0,252,0.433,0.433,
6,0.900,Human,16-23,1729,646,0,2375,0.728,0.728,
6,0.900,Human,23-5,2165,541,0,2706,0.800,0.800,
6,0.900,Wild Turkey,16-23,13,24,0,37,0.351,0.351,
6,0.900,Wild Turkey,23-5,2,31,0,33,0.061,0.061,
6,0.900,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
6,0.900,Clark Grebe,23-5,0,1,0,1,0.000,0.000,
6,0.900,Seagull,16-23,0,0,0,0,NaN,NaN,
6,0.900,Seagull,23-5,13,7,0,20,0.650,0.650,
6,0.900,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
6,0.900,Surf Scoter,23-5,0,2,0,2,0.000,0.000,
6,0.900,Pigeon,16-23,78,181,0,259,0.301,0.301,
6,0.900,Pigeon,23-5,106,265,0,371,0.286,0.286,
6,0.900,Pacific Ocean Water,16-23,0,0,0,0,NaN,NaN,
6,0.900,Pacific Ocean Water,23-5,0,0,0,0,NaN,NaN,
6,0.900,Cat,16-23,25,39,0,64,0.391,0.391,
6,0.900,Cat,23-5,28,42,0,70,0.400,0.400,
6,0.900,Horse,16-23,10,22,0,32,0.313,0.313,
6,0.900,Horse,23-5,35,191,0,226,0.155,0.155,
6,0.900,orangutan,16-23,0,0,0,0,NaN,NaN,
6,0.900,orangutan,23-5,0,0,0,0,NaN,NaN,
6,0.900,Bat,16-23,36,22,0,58,0.621,0.621,
6,0.900,Bat,23-5,37,24,0,61,0.607,0.607,
6,0.900,Deer,16-23,16,29,0,45,0.356,0.356,
6,0.900,Deer,23-5,18,86,0,104,0.173,0.173,
6,0.900,Great Horned Owl,16-23,0,0,0,0,NaN,NaN,
6,0.900,Great Horned Owl,23-5,0,6,0,6,0.000,0.000,
6,0.900,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
6,0.900,Freshwater Lagoon,23-5,0,0,0,0,NaN,NaN,
6,0.900,Unknown Avian,16-23,0,0,0,0,NaN,NaN,
6,0.900,Unknown Avian,23-5,0,0,0,0,NaN,NaN,
6,0.900,Human UTI,16-23,83,80,0,163,0.509,0.509,
6,0.900,Human UTI,23-5,111,96,0,207,0.536,0.536,
6,0.900,unknown,16-23,0,3,0,3,0.000,0.000,
6,0.900,unknown,23-5,2,6,0,8,0.250,0.250,
6,0.900,SLO Creek Water,16-23,0,0,0,0,NaN,NaN,
6,0.900,SLO Creek Water,23-5,0,0,0,0,NaN,NaN,
6,0.900,Pig/Swine,16-23,14,12,0,26,0.538,0.538,
6,0.900,Pig/Swine,23-5,13,9,0,22,0.591,0.591,
6,0.900,Klebsiella,16-23,0,0,0,0,NaN,NaN,
6,0.900,Klebsiella,23-5,0,0,0,0,NaN,NaN,
6,0.900,Hu Cw and Dg,16-23,11,24,0,35,0.314,0.314,
6,0.900,Hu Cw and Dg,23-5,18,27,0,45,0.400,0.400,
6,0.900,Ground Squirrel,16-23,104,80,0,184,0.565,0.565,
6,0.900,Ground Squirrel,23-5,90,105,0,195,0.462,0.462,
6,0.900,Opossum,16-23,0,2,0,2,0.000,0.000,
6,0.900,Opossum,23-5,0,8,0,8,0.000,0.000,
6,0.900,Cow,16-23,1529,1002,0,2531,0.604,0.604,
6,0.900,Cow,23-5,1475,1280,0,2755,0.535,0.535,
6,0.900,Deer Mouse,16-23,0,0,0,0,NaN,NaN,
6,0.900,Deer Mouse,23-5,0,0,0,0,NaN,NaN,
6,0.900,OVERALL,16-23,3859,2485,0,6344,0.608,0.608,
6,0.900,OVERALL,23-5,4441,3161,0,7602,0.584,0.584,
6,0.950,Chicken,16-23,4,15,0,19,0.211,0.211,
6,0.950,Chicken,23-5,12,11,0,23,0.522,0.522,
6,0.950,Sea Lion,16-23,0,1,0,1,0.000,0.000,
6,0.950,Sea Lion,23-5,3,12,0,15,0.200,0.200,
6,0.950,Hu and Cw,16-23,8,18,0,26,0.308,0.308,
6,0.950,Hu and Cw,23-5,8,21,0,29,0.276,0.276,
6,0.950,Sheep,16-23,56,52,0,108,0.519,0.519,
6,0.950,Sheep,23-5,71,41,0,112,0.634,0.634,
6,0.950,Hu and Dg,16-23,10,18,0,28,0.357,0.357,
6,0.950,Hu and Dg,23-5,19,14,0,33,0.576,0.576,
6,0.950,Common Loon,16-23,0,0,0,0,NaN,NaN,
6,0.950,Common Loon,23-5,0,4,0,4,0.000,0.000,
6,0.950,Red-Winged Blackbird,16-23,0,12,0,12,0.000,0.000,
6,0.950,Red-Winged Blackbird,23-5,0,6,0,6,0.000,0.000,
6,0.950,Cw,16-23,12,12,0,24,0.500,0.500,
6,0.950,Cw,23-5,27,45,0,72,0.375,0.375,
6,0.950,Cliff Sparrow,16-23,3,30,0,33,0.091,0.091,
6,0.950,Cliff Sparrow,23-5,2,8,0,10,0.200,0.200,
6,0.950,Pig,16-23,11,10,0,21,0.524,0.524,
6,0.950,Pig,23-5,4,12,0,16,0.250,0.250,
6,0.950,Barn Owl,16-23,0,0,0,0,NaN,NaN,
6,0.950,Barn Owl,23-5,0,0,0,0,NaN,NaN,
6,0.950,Wild Pig,16-23,5,3,0,8,0.625,0.625,
6,0.950,Wild Pig,23-5,3,3,0,6,0.500,0.500,
6,0.950,Pennington Creek Water,16-23,0,0,0,0,NaN,NaN,
6,0.950,Pennington Creek Water,23-5,0,0,0,0,NaN,NaN,
6,0.950,Guinni,16-23,0,0,0,0,NaN,NaN,
6,0.950,Guinni,23-5,0,0,0,0,NaN,NaN,
6,0.950,Racoon,16-23,0,3,0,3,0.000,0.000,
6,0.950,Racoon,23-5,0,0,0,0,NaN,NaN,
6,0.950,Hu,16-23,17,18,0,35,0.486,0.486,
6,0.950,Hu,23-5,19,10,0,29,0.655,0.655,
6,0.950,Cw and Dg,16-23,4,16,0,20,0.200,0.200,
6,0.950,Cw and Dg,23-5,16,23,0,39,0.410,0.410,
6,0.950,Red Wind Blackbird,16-23,0,0,0,0,NaN,NaN,
6,0.950,Red Wind Blackbird,23-5,0,0,0,0,NaN,NaN,
6,0.950,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
6,0.950,Tree Swallow,23-5,0,4,0,4,0.000,0.000,
6,0.950,Turkey Vulture,16-23,0,0,0,0,NaN,NaN,
6,0.950,Turkey Vulture,23-5,0,0,0,0,NaN,NaN,
6,0.950,Dg,16-23,8,16,0,24,0.333,0.333,
6,0.950,Dg,23-5,30,30,0,60,0.500,0.500,
6,0.950,Western Kingbird,16-23,0,0,0,0,NaN,NaN,
6,0.950,Western Kingbird,23-5,0,0,0,0,NaN,NaN,
6,0.950,White Crowned Sparrow,16-23,1,7,0,8,0.125,0.125,
6,0.950,White Crowned Sparrow,23-5,3,19,0,22,0.136,0.136,
6,0.950,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
6,0.950,Eared Grebe,23-5,2,18,0,20,0.100,0.100,
6,0.950,cougar,16-23,0,0,0,0,NaN,NaN,
6,0.950,cougar,23-5,0,0,0,0,NaN,NaN,
6,0.950,Ocean Water,16-23,0,0,0,0,NaN,NaN,
6,0.950,Ocean Water,23-5,0,0,0,0,NaN,NaN,
6,0.950,Red Tailed Hawk,16-23,0,4,0,4,0.000,0.000,
6,0.950,Red Tailed Hawk,23-5,0,9,0,9,0.000,0.000,
6,0.950,Dog,16-23,72,82,0,154,0.468,0.468,
6,0.950,Dog,23-5,109,142,0,251,0.434,0.434,
6,0.950,Human,16-23,1729,646,0,2375,0.728,0.728,
6,0.950,Human,23-5,2165,536,0,2701,0.802,0.802,
6,0.950,Wild Turkey,16-23,13,24,0,37,0.351,0.351,
6,0.950,Wild Turkey,23-5,2,31,0,33,0.061,0.061,
6,0.950,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
6,0.950,Clark Grebe,23-5,0,1,0,1,0.000,0.000,
6,0.950,Seagull,16-23,0,0,0,0,NaN,NaN,
6,0.950,Seagull,23-5,13,6,0,19,0.684,0.684,
6,0.950,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
6,0.950,Surf Scoter,23-5,0,1,0,1,0.000,0.000,
6,0.950,Pigeon,16-23,78,181,0,259,0.301,0.301,
6,0.950,Pigeon,23-5,106,266,0,372,0.285,0.285,
6,0.950,Pacific Ocean Water,16-23,0,0,0,0,NaN,NaN,
6,0.950,Pacific Ocean Water,23-5,0,0,0,0,NaN,NaN,
6,0.950,Cat,16-23,25,39,0,64,0.391,0.391,
6,0.950,Cat,23-5,28,42,0,70,0.400,0.400,
6,0.950,Horse,16-23,10,22,0,32,0.313,0.313,
6,0.950,Horse,23-5,35,191,0,226,0.155,0.155,
6,0.950,orangutan,16-23,0,0,0,0,NaN,NaN,
6,0.950,orangutan,23-5,0,0,0,0,NaN,NaN,
6,0.950,Bat,16-23,36,22,0,58,0.621,0.621,
6,0.950,Bat,23-5,37,23,0,60,0.617,0.617,
6,0.950,Deer,16-23,16,29,0,45,0.356,0.356,
6,0.950,Deer,23-5,18,86,0,104,0.173,0.173,
6,0.950,Great Horned Owl,16-23,0,0,0,0,NaN,NaN,
6,0.950,Great Horned Owl,23-5,0,6,0,6,0.000,0.000,
6,0.950,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
6,0.950,Freshwater Lagoon,23-5,0,0,0,0,NaN,NaN,
6,0.950,Unknown Avian,16-23,0,0,0,0,NaN,NaN,
6,0.950,Unknown Avian,23-5,0,0,0,0,NaN,NaN,
6,0.950,Human UTI,16-23,86,80,0,166,0.518,0.518,
6,0.950,Human UTI,23-5,110,97,0,207,0.531,0.531,
6,0.950,unknown,16-23,0,3,0,3,0.000,0.000,
6,0.950,unknown,23-5,2,6,0,8,0.250,0.250,
6,0.950,SLO Creek Water,16-23,0,0,0,0,NaN,NaN,
6,0.950,SLO Creek Water,23-5,0,0,0,0,NaN,NaN,
6,0.950,Pig/Swine,16-23,14,12,0,26,0.538,0.538,
6,0.950,Pig/Swine,23-5,13,9,0,22,0.591,0.591,
6,0.950,Klebsiella,16-23,0,0,0,0,NaN,NaN,
6,0.950,Klebsiella,23-5,0,0,0,0,NaN,NaN,
6,0.950,Hu Cw and Dg,16-23,11,24,0,35,0.314,0.314,
6,0.950,Hu Cw and Dg,23-5,18,27,0,45,0.400,0.400,
6,0.950,Ground Squirrel,16-23,104,80,0,184,0.565,0.565,
6,0.950,Ground Squirrel,23-5,90,104,0,194,0.464,0.464,
6,0.950,Opossum,16-23,0,2,0,2,0.000,0.000,
6,0.950,Opossum,23-5,0,8,0,8,0.000,0.000,
6,0.950,Cow,16-23,1529,982,0,2511,0.609,0.609,
6,0.950,Cow,23-5,1474,1277,0,2751,0.536,0.536,
6,0.950,Deer Mouse,16-23,0,0,0,0,NaN,NaN,
6,0.950,Deer Mouse,23-5,0,0,0,0,NaN,NaN,
6,0.950,OVERALL,16-23,3862,2465,0,6327,0.610,0.610,
6,0.950,OVERALL,23-5,4439,3149,0,7588,0.585,0.585,
6,0.960,Chicken,16-23,4,15,0,19,0.211,0.211,
6,0.960,Chicken,23-5,12,11,0,23,0.522,0.522,
6,0.960,Sea Lion,16-23,0,1,0,1,0.000,0.000,
6,0.960,Sea Lion,23-5,3,12,0,15,0.200,0.200,
6,0.960,Hu and Cw,16-23,8,18,0,26,0.308,0.308,
6,0.960,Hu and Cw,23-5,8,21,0,29,0.276,0.276,
6,0.960,Sheep,16-23,56,52,0,108,0.519,0.519,
6,0.960,Sheep,23-5,71,42,0,113,0.628,0.628,
6,0.960,Hu and Dg,16-23,10,18,0,28,0.357,0.357,
6,0.960,Hu and Dg,23-5,19,14,0,33,0.576,0.576,
6,0.960,Common Loon,16-23,0,0,0,0,NaN,NaN,
6,0.960,Common Loon,23-5,0,4,0,4,0.000,0.000,
6,0.960,Red-Winged Blackbird,16-23,0,12,0,12,0.000,0.000,
6,0.960,Red-Winged Blackbird,23-5,0,6,0,6,0.000,0.000,
6,0.960,Cw,16-23,12,12,0,24,0.500,0.500,
6,0.960,Cw,23-5,27,45,0,72,0.375,0.375,
6,0.960,Cliff Sparrow,16-23,3,30,0,33,0.091,0.091,
6,0.960,Cliff Sparrow,23-5,2,8,0,10,0.200,0.200,
6,0.960,Pig,16-23,11,10,0,21,0.524,0.524,
6,0.960,Pig,23-5,4,12,0,16,0.250,0.250,
6,0.960,Barn Owl,16-23,0,0,0,0,NaN,NaN,
6,0.960,Barn Owl,23-5,0,0,0,0,NaN,NaN,
6,0.960,Wild Pig,16-23,5,3,0,8,0.625,0.625,
6,0.960,Wild Pig,23-5,4,3,0,7,0.571,0.571,
6,0.960,Pennington Creek Water,16-23,0,0,0,0,NaN,NaN,
6,0.960,Pennington Creek Water,23-5,0,0,0,0,NaN,NaN,
6,0.960,Guinni,16-23,0,0,0,0,NaN,NaN,
6,0.960,Guinni,23-5,0,0,0,0,NaN,NaN,
6,0.960,Racoon,16-23,0,3,0,3,0.000,0.000,
6,0.960,Racoon,23-5,0,0,0,0,NaN,NaN,
6,0.960,Hu,16-23,17,18,0,35,0.486,0.486,
6,0.960,Hu,23-5,19,10,0,29,0.655,0.655,
6,0.960,Cw and Dg,16-23,4,16,0,20,0.200,0.200,
6,0.960,Cw and Dg,23-5,16,23,0,39,0.410,0.410,
6,0.960,Red Wind Blackbird,16-23,0,0,0,0,NaN,NaN,
6,0.960,Red Wind Blackbird,23-5,0,0,0,0,NaN,NaN,
6,0.960,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
6,0.960,Tree Swallow,23-5,0,4,0,4,0.000,0.000,
6,0.960,Turkey Vulture,16-23,0,0,0,0,NaN,NaN,
6,0.960,Turkey Vulture,23-5,0,0,0,0,NaN,NaN,
6,0.960,Dg,16-23,8,16,0,24,0.333,0.333,
6,0.960,Dg,23-5,30,30,0,60,0.500,0.500,
6,0.960,Western Kingbird,16-23,0,0,0,0,NaN,NaN,
6,0.960,Western Kingbird,23-5,0,0,0,0,NaN,NaN,
6,0.960,White Crowned Sparrow,16-23,1,7,0,8,0.125,0.125,
6,0.960,White Crowned Sparrow,23-5,3,19,0,22,0.136,0.136,
6,0.960,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
6,0.960,Eared Grebe,23-5,2,18,0,20,0.100,0.100,
6,0.960,cougar,16-23,0,0,0,0,NaN,NaN,
6,0.960,cougar,23-5,0,0,0,0,NaN,NaN,
6,0.960,Ocean Water,16-23,0,0,0,0,NaN,NaN,
6,0.960,Ocean Water,23-5,0,0,0,0,NaN,NaN,
6,0.960,Red Tailed Hawk,16-23,0,4,0,4,0.000,0.000,
6,0.960,Red Tailed Hawk,23-5,0,9,0,9,0.000,0.000,
6,0.960,Dog,16-23,72,82,0,154,0.468,0.468,
