k,alpha,species,applied-region,Successes (# Pyroprints),Failures (# Pyroprints),NonDecisions (# Pyroprints),Total,Decision-Made Accuracy,Overall Accuracy,
5,0.970,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
5,0.970,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
5,0.970,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
5,0.970,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
5,0.970,Human UTI,16-23,90,49,0,139,0.647,0.647,
5,0.970,Human UTI,23-5,109,29,141,279,0.790,0.391,
5,0.970,unknown,16-23,0,11,0,11,0.000,0.000,
5,0.970,unknown,23-5,3,8,11,22,0.273,0.136,
5,0.970,SLO Creek Water,16-23,0,852,24,876,0.000,0.000,
5,0.970,SLO Creek Water,23-5,0,1328,803,2131,0.000,0.000,
5,0.970,Pig/Swine,16-23,11,15,0,26,0.423,0.423,
5,0.970,Pig/Swine,23-5,13,11,25,49,0.542,0.265,
5,0.970,Klebsiella,16-23,0,0,0,0,NaN,NaN,
5,0.970,Klebsiella,23-5,0,0,0,0,NaN,NaN,
5,0.970,Hu Cw and Dg,16-23,12,18,0,30,0.400,0.400,
5,0.970,Hu Cw and Dg,23-5,16,14,30,60,0.533,0.267,
5,0.970,Ground Squirrel,16-23,103,69,2,174,0.599,0.592,
5,0.970,Ground Squirrel,23-5,89,88,141,318,0.503,0.280,
5,0.970,Opossum,16-23,0,6,0,6,0.000,0.000,
5,0.970,Opossum,23-5,0,6,6,12,0.000,0.000,
5,0.970,Cow,16-23,1513,268,8,1789,0.850,0.846,
5,0.970,Cow,23-5,1486,289,1715,3490,0.837,0.426,
5,0.970,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
5,0.970,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
5,0.970,OVERALL,16-23,3874,2432,42,6348,0.614,0.610,
5,0.970,OVERALL,23-5,4481,3075,5680,13236,0.593,0.339,
5,0.980,Chicken,16-23,5,35,0,40,0.125,0.125,
5,0.980,Chicken,23-5,13,29,40,82,0.310,0.159,
5,0.980,Sea Lion,16-23,0,2,0,2,0.000,0.000,
5,0.980,Sea Lion,23-5,3,1,2,6,0.750,0.500,
5,0.980,Hu and Cw,16-23,16,13,1,30,0.552,0.533,
5,0.980,Hu and Cw,23-5,13,17,30,60,0.433,0.217,
5,0.980,Sheep,16-23,58,46,0,104,0.558,0.558,
5,0.980,Sheep,23-5,69,27,96,192,0.719,0.359,
5,0.980,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
5,0.980,Hu and Dg,23-5,21,9,30,60,0.700,0.350,
5,0.980,Common Loon,16-23,0,2,0,2,0.000,0.000,
5,0.980,Common Loon,23-5,0,2,2,4,0.000,0.000,
5,0.980,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.980,Red-Winged Blackbird,23-5,0,2,2,4,0.000,0.000,
5,0.980,Cw,16-23,14,16,0,30,0.467,0.467,
5,0.980,Cw,23-5,23,7,30,60,0.767,0.383,
5,0.980,Cliff Sparrow,16-23,3,25,0,28,0.107,0.107,
5,0.980,Cliff Sparrow,23-5,2,27,27,56,0.069,0.036,
5,0.980,Pig,16-23,17,20,0,37,0.459,0.459,
5,0.980,Pig,23-5,8,26,34,68,0.235,0.118,
5,0.980,Barn Owl,16-23,0,0,0,0,NaN,NaN,
5,0.980,Barn Owl,23-5,0,2,0,2,0.000,0.000,
5,0.980,Wild Pig,16-23,5,11,1,17,0.313,0.294,
5,0.980,Wild Pig,23-5,4,6,8,18,0.400,0.222,
5,0.980,Pennington Creek Water,16-23,0,333,12,345,0.000,0.000,
5,0.980,Pennington Creek Water,23-5,0,429,353,782,0.000,0.000,
5,0.980,Guinni,16-23,0,0,0,0,NaN,NaN,
5,0.980,Guinni,23-5,0,2,0,2,0.000,0.000,
5,0.980,Racoon,16-23,0,2,0,2,0.000,0.000,
5,0.980,Racoon,23-5,0,3,2,5,0.000,0.000,
5,0.980,Hu,16-23,18,11,0,29,0.621,0.621,
5,0.980,Hu,23-5,18,13,29,60,0.581,0.300,
5,0.980,Cw and Dg,16-23,6,24,0,30,0.200,0.200,
5,0.980,Cw and Dg,23-5,18,12,30,60,0.600,0.300,
5,0.980,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.980,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
5,0.980,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
5,0.980,Tree Swallow,23-5,0,2,2,4,0.000,0.000,
5,0.980,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
5,0.980,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
5,0.980,Dg,16-23,10,20,0,30,0.333,0.333,
5,0.980,Dg,23-5,28,2,30,60,0.933,0.467,
5,0.980,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
5,0.980,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
5,0.980,White Crowned Sparrow,16-23,3,12,0,15,0.200,0.200,
5,0.980,White Crowned Sparrow,23-5,4,11,15,30,0.267,0.133,
5,0.980,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.980,Eared Grebe,23-5,3,1,0,4,0.750,0.750,
5,0.980,cougar,16-23,0,1,0,1,0.000,0.000,
5,0.980,cougar,23-5,0,0,2,2,NaN,0.000,
5,0.980,Ocean Water,16-23,0,0,0,0,NaN,NaN,
5,0.980,Ocean Water,23-5,0,10,0,10,0.000,0.000,
5,0.980,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
5,0.980,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
5,0.980,Dog,16-23,78,58,2,138,0.574,0.565,
5,0.980,Dog,23-5,118,71,138,327,0.624,0.361,
5,0.980,Human,16-23,1707,164,5,1876,0.912,0.910,
5,0.980,Human,23-5,2165,148,1485,3798,0.936,0.570,
5,0.980,Wild Turkey,16-23,12,34,0,46,0.261,0.261,
5,0.980,Wild Turkey,23-5,8,31,39,78,0.205,0.103,
5,0.980,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.980,Clark Grebe,23-5,0,2,0,2,0.000,0.000,
5,0.980,Seagull,16-23,0,0,0,0,NaN,NaN,
5,0.980,Seagull,23-5,26,41,0,67,0.388,0.388,
5,0.980,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
5,0.980,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
5,0.980,Pigeon,16-23,81,153,6,240,0.346,0.338,
5,0.980,Pigeon,23-5,103,183,197,483,0.360,0.213,
5,0.980,Pacific Ocean Water,16-23,0,46,0,46,0.000,0.000,
5,0.980,Pacific Ocean Water,23-5,0,45,50,95,0.000,0.000,
5,0.980,Cat,16-23,27,26,0,53,0.509,0.509,
5,0.980,Cat,23-5,28,35,38,101,0.444,0.277,
5,0.980,Horse,16-23,13,33,0,46,0.283,0.283,
5,0.980,Horse,23-5,34,53,44,131,0.391,0.260,
5,0.980,orangutan,16-23,0,1,0,1,0.000,0.000,
5,0.980,orangutan,23-5,0,1,1,2,0.000,0.000,
5,0.980,Bat,16-23,36,1,0,37,0.973,0.973,
5,0.980,Bat,23-5,37,1,37,75,0.974,0.493,
5,0.980,Deer,16-23,16,5,0,21,0.762,0.762,
5,0.980,Deer,23-5,18,3,22,43,0.857,0.419,
5,0.980,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
5,0.980,Great Horned Owl,23-5,0,7,3,10,0.000,0.000,
5,0.980,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
5,0.980,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
5,0.980,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
5,0.980,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
5,0.980,Human UTI,16-23,90,49,0,139,0.647,0.647,
5,0.980,Human UTI,23-5,109,29,141,279,0.790,0.391,
5,0.980,unknown,16-23,0,11,0,11,0.000,0.000,
5,0.980,unknown,23-5,3,8,11,22,0.273,0.136,
5,0.980,SLO Creek Water,16-23,0,846,30,876,0.000,0.000,
5,0.980,SLO Creek Water,23-5,0,1318,813,2131,0.000,0.000,
5,0.980,Pig/Swine,16-23,11,15,0,26,0.423,0.423,
5,0.980,Pig/Swine,23-5,13,10,26,49,0.565,0.265,
5,0.980,Klebsiella,16-23,0,0,0,0,NaN,NaN,
5,0.980,Klebsiella,23-5,0,0,0,0,NaN,NaN,
5,0.980,Hu Cw and Dg,16-23,12,18,0,30,0.400,0.400,
5,0.980,Hu Cw and Dg,23-5,16,14,30,60,0.533,0.267,
5,0.980,Ground Squirrel,16-23,102,68,4,174,0.600,0.586,
5,0.980,Ground Squirrel,23-5,89,88,141,318,0.503,0.280,
5,0.980,Opossum,16-23,0,6,0,6,0.000,0.000,
5,0.980,Opossum,23-5,0,6,6,12,0.000,0.000,
5,0.980,Cow,16-23,1507,271,11,1789,0.848,0.842,
5,0.980,Cow,23-5,1482,281,1727,3490,0.841,0.425,
5,0.980,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
5,0.980,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
5,0.980,OVERALL,16-23,3866,2410,72,6348,0.616,0.609,
5,0.980,OVERALL,23-5,4478,3033,5725,13236,0.596,0.338,
5,0.990,Chicken,16-23,5,32,3,40,0.135,0.125,
5,0.990,Chicken,23-5,14,28,40,82,0.333,0.171,
5,0.990,Sea Lion,16-23,0,2,0,2,0.000,0.000,
5,0.990,Sea Lion,23-5,4,0,2,6,1.000,0.667,
5,0.990,Hu and Cw,16-23,16,13,1,30,0.552,0.533,
5,0.990,Hu and Cw,23-5,14,16,30,60,0.467,0.233,
5,0.990,Sheep,16-23,58,44,2,104,0.569,0.558,
5,0.990,Sheep,23-5,69,26,97,192,0.726,0.359,
5,0.990,Hu and Dg,16-23,19,13,0,32,0.594,0.594,
5,0.990,Hu and Dg,23-5,21,9,30,60,0.700,0.350,
5,0.990,Common Loon,16-23,0,2,0,2,0.000,0.000,
5,0.990,Common Loon,23-5,0,2,2,4,0.000,0.000,
5,0.990,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.990,Red-Winged Blackbird,23-5,0,2,2,4,0.000,0.000,
5,0.990,Cw,16-23,13,16,1,30,0.448,0.433,
5,0.990,Cw,23-5,23,7,30,60,0.767,0.383,
5,0.990,Cliff Sparrow,16-23,3,25,0,28,0.107,0.107,
5,0.990,Cliff Sparrow,23-5,2,26,28,56,0.071,0.036,
5,0.990,Pig,16-23,17,20,0,37,0.459,0.459,
5,0.990,Pig,23-5,8,25,35,68,0.242,0.118,
5,0.990,Barn Owl,16-23,0,0,0,0,NaN,NaN,
5,0.990,Barn Owl,23-5,0,2,0,2,0.000,0.000,
5,0.990,Wild Pig,16-23,5,11,1,17,0.313,0.294,
5,0.990,Wild Pig,23-5,4,5,9,18,0.444,0.222,
5,0.990,Pennington Creek Water,16-23,0,312,33,345,0.000,0.000,
5,0.990,Pennington Creek Water,23-5,0,391,391,782,0.000,0.000,
5,0.990,Guinni,16-23,0,0,0,0,NaN,NaN,
5,0.990,Guinni,23-5,0,2,0,2,0.000,0.000,
5,0.990,Racoon,16-23,0,2,0,2,0.000,0.000,
5,0.990,Racoon,23-5,0,3,2,5,0.000,0.000,
5,0.990,Hu,16-23,18,11,0,29,0.621,0.621,
5,0.990,Hu,23-5,18,13,29,60,0.581,0.300,
5,0.990,Cw and Dg,16-23,6,24,0,30,0.200,0.200,
5,0.990,Cw and Dg,23-5,18,12,30,60,0.600,0.300,
5,0.990,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
5,0.990,Red Wind Blackbird,23-5,0,2,2,4,0.000,0.000,
5,0.990,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
5,0.990,Tree Swallow,23-5,0,2,2,4,0.000,0.000,
5,0.990,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
5,0.990,Turkey Vulture,23-5,0,3,2,5,0.000,0.000,
5,0.990,Dg,16-23,10,20,0,30,0.333,0.333,
5,0.990,Dg,23-5,28,2,30,60,0.933,0.467,
5,0.990,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
5,0.990,Western Kingbird,23-5,0,2,2,4,0.000,0.000,
5,0.990,White Crowned Sparrow,16-23,3,12,0,15,0.200,0.200,
5,0.990,White Crowned Sparrow,23-5,4,11,15,30,0.267,0.133,
5,0.990,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.990,Eared Grebe,23-5,3,1,0,4,0.750,0.750,
5,0.990,cougar,16-23,0,1,0,1,0.000,0.000,
5,0.990,cougar,23-5,0,0,2,2,NaN,0.000,
5,0.990,Ocean Water,16-23,0,0,0,0,NaN,NaN,
5,0.990,Ocean Water,23-5,0,10,0,10,0.000,0.000,
5,0.990,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
5,0.990,Red Tailed Hawk,23-5,0,3,2,5,0.000,0.000,
5,0.990,Dog,16-23,79,55,4,138,0.590,0.572,
5,0.990,Dog,23-5,118,68,141,327,0.634,0.361,
5,0.990,Human,16-23,1688,154,34,1876,0.916,0.900,
5,0.990,Human,23-5,2151,143,1504,3798,0.938,0.566,
5,0.990,Wild Turkey,16-23,13,33,0,46,0.283,0.283,
5,0.990,Wild Turkey,23-5,8,27,43,78,0.229,0.103,
5,0.990,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
5,0.990,Clark Grebe,23-5,2,0,0,2,1.000,1.000,
5,0.990,Seagull,16-23,0,0,0,0,NaN,NaN,
5,0.990,Seagull,23-5,27,38,2,67,0.415,0.403,
5,0.990,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
5,0.990,Surf Scoter,23-5,2,0,0,2,1.000,1.000,
5,0.990,Pigeon,16-23,82,143,15,240,0.364,0.342,
5,0.990,Pigeon,23-5,106,173,204,483,0.380,0.219,
5,0.990,Pacific Ocean Water,16-23,0,41,5,46,0.000,0.000,
5,0.990,Pacific Ocean Water,23-5,0,38,57,95,0.000,0.000,
5,0.990,Cat,16-23,26,26,1,53,0.500,0.491,
5,0.990,Cat,23-5,28,34,39,101,0.452,0.277,
5,0.990,Horse,16-23,15,29,2,46,0.341,0.326,
5,0.990,Horse,23-5,34,52,45,131,0.395,0.260,
5,0.990,orangutan,16-23,0,1,0,1,0.000,0.000,
5,0.990,orangutan,23-5,0,1,1,2,0.000,0.000,
5,0.990,Bat,16-23,36,1,0,37,0.973,0.973,
5,0.990,Bat,23-5,37,1,37,75,0.974,0.493,
5,0.990,Deer,16-23,16,4,1,21,0.800,0.762,
5,0.990,Deer,23-5,18,2,23,43,0.900,0.419,
5,0.990,Great Horned Owl,16-23,0,3,0,3,0.000,0.000,
5,0.990,Great Horned Owl,23-5,0,7,3,10,0.000,0.000,
5,0.990,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
5,0.990,Freshwater Lagoon,23-5,0,4,0,4,0.000,0.000,
5,0.990,Unknown Avian,16-23,0,2,0,2,0.000,0.000,
5,0.990,Unknown Avian,23-5,0,2,2,4,0.000,0.000,
5,0.990,Human UTI,16-23,94,45,0,139,0.676,0.676,
5,0.990,Human UTI,23-5,110,26,143,279,0.809,0.394,
5,0.990,unknown,16-23,0,11,0,11,0.000,0.000,
5,0.990,unknown,23-5,3,8,11,22,0.273,0.136,
5,0.990,SLO Creek Water,16-23,0,817,59,876,0.000,0.000,
5,0.990,SLO Creek Water,23-5,0,1235,896,2131,0.000,0.000,
5,0.990,Pig/Swine,16-23,10,15,1,26,0.400,0.385,
5,0.990,Pig/Swine,23-5,13,10,26,49,0.565,0.265,
5,0.990,Klebsiella,16-23,0,0,0,0,NaN,NaN,
5,0.990,Klebsiella,23-5,0,0,0,0,NaN,NaN,
5,0.990,Hu Cw and Dg,16-23,12,18,0,30,0.400,0.400,
5,0.990,Hu Cw and Dg,23-5,16,14,30,60,0.533,0.267,
5,0.990,Ground Squirrel,16-23,103,60,11,174,0.632,0.592,
5,0.990,Ground Squirrel,23-5,90,82,146,318,0.523,0.283,
5,0.990,Opossum,16-23,1,5,0,6,0.167,0.167,
5,0.990,Opossum,23-5,2,4,6,12,0.333,0.167,
5,0.990,Cow,16-23,1479,250,60,1789,0.855,0.827,
5,0.990,Cow,23-5,1451,283,1756,3490,0.837,0.416,
5,0.990,Deer Mouse,16-23,0,2,0,2,0.000,0.000,
5,0.990,Deer Mouse,23-5,0,2,2,4,0.000,0.000,
5,0.990,OVERALL,16-23,3827,2287,234,6348,0.626,0.603,
5,0.990,OVERALL,23-5,4446,2859,5931,13236,0.609,0.336,
5,1.000,Chicken,16-23,0,0,40,40,NaN,0.000,
5,1.000,Chicken,23-5,0,0,82,82,NaN,0.000,
5,1.000,Sea Lion,16-23,0,0,2,2,NaN,0.000,
5,1.000,Sea Lion,23-5,0,0,6,6,NaN,0.000,
5,1.000,Hu and Cw,16-23,0,0,30,30,NaN,0.000,
5,1.000,Hu and Cw,23-5,0,0,60,60,NaN,0.000,
5,1.000,Sheep,16-23,0,0,104,104,NaN,0.000,
5,1.000,Sheep,23-5,0,0,192,192,NaN,0.000,
5,1.000,Hu and Dg,16-23,0,0,32,32,NaN,0.000,
5,1.000,Hu and Dg,23-5,0,0,60,60,NaN,0.000,
5,1.000,Common Loon,16-23,0,0,2,2,NaN,0.000,
5,1.000,Common Loon,23-5,0,0,4,4,NaN,0.000,
5,1.000,Red-Winged Blackbird,16-23,0,0,2,2,NaN,0.000,
5,1.000,Red-Winged Blackbird,23-5,0,0,4,4,NaN,0.000,
5,1.000,Cw,16-23,0,0,30,30,NaN,0.000,
5,1.000,Cw,23-5,0,0,60,60,NaN,0.000,
5,1.000,Cliff Sparrow,16-23,0,0,28,28,NaN,0.000,
5,1.000,Cliff Sparrow,23-5,0,0,56,56,NaN,0.000,
5,1.000,Pig,16-23,0,0,37,37,NaN,0.000,
5,1.000,Pig,23-5,0,0,68,68,NaN,0.000,
5,1.000,Barn Owl,16-23,0,0,0,0,NaN,NaN,
5,1.000,Barn Owl,23-5,0,0,2,2,NaN,0.000,
5,1.000,Wild Pig,16-23,0,0,17,17,NaN,0.000,
5,1.000,Wild Pig,23-5,0,0,18,18,NaN,0.000,
5,1.000,Pennington Creek Water,16-23,0,0,345,345,NaN,0.000,
5,1.000,Pennington Creek Water,23-5,0,0,782,782,NaN,0.000,
5,1.000,Guinni,16-23,0,0,0,0,NaN,NaN,
5,1.000,Guinni,23-5,0,0,2,2,NaN,0.000,
5,1.000,Racoon,16-23,0,0,2,2,NaN,0.000,
5,1.000,Racoon,23-5,0,0,5,5,NaN,0.000,
5,1.000,Hu,16-23,0,0,29,29,NaN,0.000,
5,1.000,Hu,23-5,0,0,60,60,NaN,0.000,
5,1.000,Cw and Dg,16-23,0,0,30,30,NaN,0.000,
5,1.000,Cw and Dg,23-5,0,0,60,60,NaN,0.000,
5,1.000,Red Wind Blackbird,16-23,0,0,2,2,NaN,0.000,
5,1.000,Red Wind Blackbird,23-5,0,0,4,4,NaN,0.000,
5,1.000,Tree Swallow,16-23,0,0,2,2,NaN,0.000,
5,1.000,Tree Swallow,23-5,0,0,4,4,NaN,0.000,
5,1.000,Turkey Vulture,16-23,0,0,2,2,NaN,0.000,
5,1.000,Turkey Vulture,23-5,0,0,5,5,NaN,0.000,
5,1.000,Dg,16-23,0,0,30,30,NaN,0.000,
5,1.000,Dg,23-5,0,0,60,60,NaN,0.000,
5,1.000,Western Kingbird,16-23,0,0,2,2,NaN,0.000,
5,1.000,Western Kingbird,23-5,0,0,4,4,NaN,0.000,
5,1.000,White Crowned Sparrow,16-23,0,0,15,15,NaN,0.000,
5,1.000,White Crowned Sparrow,23-5,0,0,30,30,NaN,0.000,
5,1.000,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
5,1.000,Eared Grebe,23-5,0,0,4,4,NaN,0.000,
5,1.000,cougar,16-23,0,0,1,1,NaN,0.000,
5,1.000,cougar,23-5,0,0,2,2,NaN,0.000,
5,1.000,Ocean Water,16-23,0,0,0,0,NaN,NaN,
5,1.000,Ocean Water,23-5,0,0,10,10,NaN,0.000,
5,1.000,Red Tailed Hawk,16-23,0,0,2,2,NaN,0.000,
5,1.000,Red Tailed Hawk,23-5,0,0,5,5,NaN,0.000,
5,1.000,Dog,16-23,0,0,138,138,NaN,0.000,
5,1.000,Dog,23-5,0,0,327,327,NaN,0.000,
5,1.000,Human,16-23,0,0,1876,1876,NaN,0.000,
5,1.000,Human,23-5,0,0,3798,3798,NaN,0.000,
5,1.000,Wild Turkey,16-23,0,0,46,46,NaN,0.000,
5,1.000,Wild Turkey,23-5,0,0,78,78,NaN,0.000,
5,1.000,Clark Grebe,16-23,0,0,0,0,NaN,NaN,
5,1.000,Clark Grebe,23-5,0,0,2,2,NaN,0.000,
5,1.000,Seagull,16-23,0,0,0,0,NaN,NaN,
5,1.000,Seagull,23-5,0,0,67,67,NaN,0.000,
5,1.000,Surf Scoter,16-23,0,0,0,0,NaN,NaN,
5,1.000,Surf Scoter,23-5,0,0,2,2,NaN,0.000,
5,1.000,Pigeon,16-23,0,0,240,240,NaN,0.000,
5,1.000,Pigeon,23-5,0,0,483,483,NaN,0.000,
5,1.000,Pacific Ocean Water,16-23,0,0,46,46,NaN,0.000,
5,1.000,Pacific Ocean Water,23-5,0,0,95,95,NaN,0.000,
5,1.000,Cat,16-23,0,0,53,53,NaN,0.000,
5,1.000,Cat,23-5,0,0,101,101,NaN,0.000,
5,1.000,Horse,16-23,0,0,46,46,NaN,0.000,
5,1.000,Horse,23-5,0,0,131,131,NaN,0.000,
5,1.000,orangutan,16-23,0,0,1,1,NaN,0.000,
5,1.000,orangutan,23-5,0,0,2,2,NaN,0.000,
5,1.000,Bat,16-23,0,0,37,37,NaN,0.000,
5,1.000,Bat,23-5,0,0,75,75,NaN,0.000,
5,1.000,Deer,16-23,0,0,21,21,NaN,0.000,
5,1.000,Deer,23-5,0,0,43,43,NaN,0.000,
5,1.000,Great Horned Owl,16-23,0,0,3,3,NaN,0.000,
5,1.000,Great Horned Owl,23-5,0,0,10,10,NaN,0.000,
5,1.000,Freshwater Lagoon,16-23,0,0,0,0,NaN,NaN,
5,1.000,Freshwater Lagoon,23-5,0,0,4,4,NaN,0.000,
5,1.000,Unknown Avian,16-23,0,0,2,2,NaN,0.000,
5,1.000,Unknown Avian,23-5,0,0,4,4,NaN,0.000,
5,1.000,Human UTI,16-23,0,0,139,139,NaN,0.000,
5,1.000,Human UTI,23-5,0,0,279,279,NaN,0.000,
5,1.000,unknown,16-23,0,0,11,11,NaN,0.000,
5,1.000,unknown,23-5,0,0,22,22,NaN,0.000,
5,1.000,SLO Creek Water,16-23,0,0,876,876,NaN,0.000,
5,1.000,SLO Creek Water,23-5,0,0,2131,2131,NaN,0.000,
5,1.000,Pig/Swine,16-23,0,0,26,26,NaN,0.000,
5,1.000,Pig/Swine,23-5,0,0,49,49,NaN,0.000,
5,1.000,Klebsiella,16-23,0,0,0,0,NaN,NaN,
5,1.000,Klebsiella,23-5,0,0,0,0,NaN,NaN,
5,1.000,Hu Cw and Dg,16-23,0,0,30,30,NaN,0.000,
5,1.000,Hu Cw and Dg,23-5,0,0,60,60,NaN,0.000,
5,1.000,Ground Squirrel,16-23,0,0,174,174,NaN,0.000,
5,1.000,Ground Squirrel,23-5,0,0,318,318,NaN,0.000,
5,1.000,Opossum,16-23,0,0,6,6,NaN,0.000,
5,1.000,Opossum,23-5,0,0,12,12,NaN,0.000,
5,1.000,Cow,16-23,0,0,1789,1789,NaN,0.000,
5,1.000,Cow,23-5,0,0,3490,3490,NaN,0.000,
5,1.000,Deer Mouse,16-23,0,0,2,2,NaN,0.000,
5,1.000,Deer Mouse,23-5,0,0,4,4,NaN,0.000,
5,1.000,OVERALL,16-23,0,0,6348,6348,NaN,0.000,
5,1.000,OVERALL,23-5,0,0,13236,13236,NaN,0.000,
6,0.000,Chicken,16-23,4,36,0,40,0.100,0.100,
6,0.000,Chicken,23-5,25,57,0,82,0.305,0.305,
6,0.000,Sea Lion,16-23,0,2,0,2,0.000,0.000,
6,0.000,Sea Lion,23-5,5,1,0,6,0.833,0.833,
6,0.000,Hu and Cw,16-23,19,11,0,30,0.633,0.633,
6,0.000,Hu and Cw,23-5,31,29,0,60,0.517,0.517,
6,0.000,Sheep,16-23,56,48,0,104,0.538,0.538,
6,0.000,Sheep,23-5,142,50,0,192,0.740,0.740,
6,0.000,Hu and Dg,16-23,18,14,0,32,0.563,0.563,
6,0.000,Hu and Dg,23-5,39,21,0,60,0.650,0.650,
6,0.000,Common Loon,16-23,0,2,0,2,0.000,0.000,
6,0.000,Common Loon,23-5,0,4,0,4,0.000,0.000,
6,0.000,Red-Winged Blackbird,16-23,0,2,0,2,0.000,0.000,
6,0.000,Red-Winged Blackbird,23-5,2,2,0,4,0.500,0.500,
6,0.000,Cw,16-23,17,13,0,30,0.567,0.567,
6,0.000,Cw,23-5,44,16,0,60,0.733,0.733,
6,0.000,Cliff Sparrow,16-23,3,25,0,28,0.107,0.107,
6,0.000,Cliff Sparrow,23-5,9,47,0,56,0.161,0.161,
6,0.000,Pig,16-23,13,24,0,37,0.351,0.351,
6,0.000,Pig,23-5,18,50,0,68,0.265,0.265,
6,0.000,Barn Owl,16-23,0,0,0,0,NaN,NaN,
6,0.000,Barn Owl,23-5,0,2,0,2,0.000,0.000,
6,0.000,Wild Pig,16-23,4,13,0,17,0.235,0.235,
6,0.000,Wild Pig,23-5,3,15,0,18,0.167,0.167,
6,0.000,Pennington Creek Water,16-23,0,345,0,345,0.000,0.000,
6,0.000,Pennington Creek Water,23-5,0,782,0,782,0.000,0.000,
6,0.000,Guinni,16-23,0,0,0,0,NaN,NaN,
6,0.000,Guinni,23-5,0,2,0,2,0.000,0.000,
6,0.000,Racoon,16-23,0,2,0,2,0.000,0.000,
6,0.000,Racoon,23-5,0,5,0,5,0.000,0.000,
6,0.000,Hu,16-23,21,8,0,29,0.724,0.724,
6,0.000,Hu,23-5,45,15,0,60,0.750,0.750,
6,0.000,Cw and Dg,16-23,2,28,0,30,0.067,0.067,
6,0.000,Cw and Dg,23-5,37,23,0,60,0.617,0.617,
6,0.000,Red Wind Blackbird,16-23,0,2,0,2,0.000,0.000,
6,0.000,Red Wind Blackbird,23-5,0,4,0,4,0.000,0.000,
6,0.000,Tree Swallow,16-23,0,2,0,2,0.000,0.000,
6,0.000,Tree Swallow,23-5,0,4,0,4,0.000,0.000,
6,0.000,Turkey Vulture,16-23,0,2,0,2,0.000,0.000,
6,0.000,Turkey Vulture,23-5,0,5,0,5,0.000,0.000,
6,0.000,Dg,16-23,8,22,0,30,0.267,0.267,
6,0.000,Dg,23-5,54,6,0,60,0.900,0.900,
6,0.000,Western Kingbird,16-23,0,2,0,2,0.000,0.000,
6,0.000,Western Kingbird,23-5,0,4,0,4,0.000,0.000,
6,0.000,White Crowned Sparrow,16-23,1,14,0,15,0.067,0.067,
6,0.000,White Crowned Sparrow,23-5,10,20,0,30,0.333,0.333,
6,0.000,Eared Grebe,16-23,0,0,0,0,NaN,NaN,
6,0.000,Eared Grebe,23-5,2,2,0,4,0.500,0.500,
6,0.000,cougar,16-23,0,1,0,1,0.000,0.000,
6,0.000,cougar,23-5,0,2,0,2,0.000,0.000,
6,0.000,Ocean Water,16-23,0,0,0,0,NaN,NaN,
6,0.000,Ocean Water,23-5,0,10,0,10,0.000,0.000,
6,0.000,Red Tailed Hawk,16-23,0,2,0,2,0.000,0.000,
6,0.000,Red Tailed Hawk,23-5,1,4,0,5,0.200,0.200,
6,0.000,Dog,16-23,73,65,0,138,0.529,0.529,
6,0.000,Dog,23-5,215,112,0,327,0.657,0.657,
6,0.000,Human,16-23,1708,168,0,1876,0.910,0.910,
